"CountryArea","Year","Item","Value"
"Chile","1971","Gross fixed capital formation (including Acquisitions less disposals of valuables)","1950268091.20355"
"Chile","1971","Changes in inventories","-247484004.393358"
"Chile","1971","Exports of goods and services","1206713908.07986"
"Chile","1971","Imports of goods and services","1388118909.09461"
"Chile","1971","Gross Domestic Product (GDP)","11442787656.8621"
"Chile","1970","Final consumption expenditure","7898751201.80904"
"Chile","1970","Household consumption expenditure (including Non-profit institutions serving households)","6462280430.62941"
"Chile","1970","General government final consumption expenditure","1436470682.50752"
"Chile","1970","Gross capital formation","1638556709.82442"
"Chile","1970","Gross fixed capital formation (including Acquisitions less disposals of valuables)","1759411731.36844"
"Chile","1970","Changes in inventories","-120855021.544017"
"Chile","1970","Exports of goods and services","1399658104.42166"
"Chile","1970","Imports of goods and services","1314889170.42684"
"Chile","1970","Gross Domestic Product (GDP)","9558915352.25262"
"China, People's Republic of","1986","Final consumption expenditure","197573461093.018"
"China, People's Republic of","1986","Household consumption expenditure (including Non-profit institutions serving households)","153559800648.112"
"China, People's Republic of","1986","General government final consumption expenditure","44013660444.906"
"China, People's Republic of","1986","Gross capital formation","114165590648.006"
"China, People's Republic of","1986","Gross fixed capital formation (including Acquisitions less disposals of valuables)","90932216686.7615"
"China, People's Republic of","1986","Changes in inventories","23233373961.2447"
"China, People's Republic of","1986","Exports of goods and services","29583071399.4614"
"China, People's Republic of","1986","Imports of goods and services","36974192111.1413"
"China, People's Republic of","1986","Gross Domestic Product (GDP)","304347931029.345"
"China, People's Republic of","1985","Final consumption expenditure","203847343499.949"
"China, People's Republic of","1985","Household consumption expenditure (including Non-profit institutions serving households)","159616798009.064"
"China, People's Republic of","1985","General government final consumption expenditure","44230545490.8848"
"China, People's Republic of","1985","Gross capital formation","117735861909.873"
"China, People's Republic of","1985","Gross fixed capital formation (including Acquisitions less disposals of valuables)","90987772385.591"
"China, People's Republic of","1985","Changes in inventories","26748089524.2821"
"China, People's Republic of","1985","Exports of goods and services","28163399590.4689"
"China, People's Republic of","1985","Imports of goods and services","40664002600.4802"
"China, People's Republic of","1985","Gross Domestic Product (GDP)","309082602399.81"
"China, People's Republic of","1984","Final consumption expenditure","208888489827.569"
"China, People's Republic of","1984","Household consumption expenditure (including Non-profit institutions serving households)","161290206742.208"
"China, People's Republic of","1984","General government final consumption expenditure","47598283085.3609"
"China, People's Republic of","1984","Gross capital formation","108407535803.669"
"China, People's Republic of","1984","Gross fixed capital formation (including Acquisitions less disposals of valuables)","92541441441.8817"
"China, People's Republic of","1984","Changes in inventories","15866094361.787"
"China, People's Republic of","1984","Exports of goods and services","26796127373.2146"
"China, People's Republic of","1984","Imports of goods and services","26740093896.7943"
"China, People's Republic of","1984","Gross Domestic Product (GDP)","317352059107.658"
"China, People's Republic of","1983","Final consumption expenditure","208860263036.203"
"China, People's Republic of","1983","Household consumption expenditure (including Non-profit institutions serving households)","163544105248.225"
"China, People's Republic of","1983","General government final consumption expenditure","45316157787.978"
"China, People's Republic of","1983","Gross capital formation","103205233697.852"
"China, People's Republic of","1983","Gross fixed capital formation (including Acquisitions less disposals of valuables)","87225884860.9656"
"China, People's Republic of","1983","Changes in inventories","15979348836.8867"
"China, People's Republic of","1983","Exports of goods and services","23186293403.1771"
"China, People's Republic of","1983","Imports of goods and services","20615020292.902"
"China, People's Republic of","1983","Gross Domestic Product (GDP)","314636769844.33"
"China, People's Republic of","1982","Final consumption expenditure","196286299375.305"
"China, People's Republic of","1982","Household consumption expenditure (including Non-profit institutions serving households)","153386319171.038"
"China, People's Republic of","1982","General government final consumption expenditure","42899980204.2667"
"China, People's Republic of","1982","Gross capital formation","94275335238.8875"
"China, People's Republic of","1982","Gross fixed capital formation (including Acquisitions less disposals of valuables)","79427577587.2075"
"China, People's Republic of","1982","Changes in inventories","14847757651.68"
"China, People's Republic of","1982","Exports of goods and services","23637728567.6836"
"China, People's Republic of","1982","Imports of goods and services","18829380004.3281"
"China, People's Republic of","1982","Gross Domestic Product (GDP)","295369983177.548"
"China, People's Republic of","1981","Final consumption expenditure","197209402474.387"
"China, People's Republic of","1981","Household consumption expenditure (including Non-profit institutions serving households)","154171229737.451"
"China, People's Republic of","1981","General government final consumption expenditure","43038172736.9359"
"China, People's Republic of","1981","Gross capital formation","95639080146.8824"
"China, People's Republic of","1981","Gross fixed capital formation (including Acquisitions less disposals of valuables)","78572825445.1721"
"China, People's Republic of","1981","Changes in inventories","17066254701.7103"
"China, People's Republic of","1981","Exports of goods and services","36088000465.0774"
"China, People's Republic of","1981","Imports of goods and services","35084793330.6696"
